,ticker,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
388,NASDAQ:NCMI,NCMI,"National CineMedia, Inc.",national-cinemedia,stock,['common'],426381023.97058827,USD,4.55,100,1,false,0,USD,2.941176470588233,645066,,-0.2188,-108.13080639167596,1.35746606334842,Commercial services,Commercial Services,america,1.2,0.8658723738059725
389,NASDAQ:FLYE,FLYE,"Fly-E Group, Inc.",,stock,['common'],127040046.54545453,USD,7.02,100,1,false,0,USD,2.9325513196480832,1251377,,-1.076,,0.0,Consumer durables,Consumer Durables,america,,0.4545707173776491
390,NYSE:ARLO,ARLO,"Arlo Technologies, Inc.",arlo,stock,['common'],1795175234.0394971,USD,17.2,100,1,false,0,USD,2.932375822860553,3047659,,-0.072,67.77081468218442,0.0,Electronic technology,Electronic Technology,america,1.2,1.9774647609507712
391,NASDAQ:VRDN,VRDN,"Viridian Therapeutics, Inc.",viridian-therapeutics,stock,['common'],1379277395.6435103,USD,16.89,100,1,false,0,USD,2.925045703839125,758148,,-4.2652,-0.3623699938820774,0.0,Health technology,Health Technology,america,1.117647,0.9293524768721602
392,NASDAQ:COIN,COIN,"Coinbase Global, Inc.",coinbase,stock,['common'],82122573971.11604,USD,319.62,100,1,false,0,USD,2.9239389450634325,14641563,30.92059438123984,10.3368,85.9671848013817,0.0,Finance,Finance,america,1.723684,1.0204454174378113
393,NASDAQ:EVGO,EVGO,EVgo Inc.,evgo,stock,['common'],1094667625.6069362,USD,3.56,100,1,false,0,USD,2.890173410404627,4241109,,-0.4021,1.3009327442317062,0.0,Retail trade,Retail Trade,america,1.272727,0.7616085938128803
394,NASDAQ:JCTC,JCTC,Jewett-Cameron Trading Company,jewett-cameron-trading-company,stock,['common'],13791026.078740157,USD,3.92,100,1,false,0,USD,2.8871391076115454,7654,,-0.59,-271.6114019778941,0.0,Distribution services,Distribution Services,america,,0.4231768673632996
395,NYSE:TRC,TRC,Tejon Ranch Co,tejon-ranch-co,stock,['common'],471182114.59307104,USD,17.52,100,1,false,0,USD,2.8772753963593565,77080,,-0.0196,-141.43763213530656,0.0,Finance,Finance,america,,0.5704985348964066
396,NASDAQ:CNCK,CNCK,Coincheck Group N.V.,coincheck-nv,stock,['common'],584740918.3912543,USD,4.47,100,1,false,0,USD,2.8768699654775607,44278,,,,0.0,Finance,Finance,america,2.0,0.6016890996677515
397,NASDAQ:GROW,GROW,"U.S. Global Investors, Inc.",u-s-global-investors,stock,['common'],32050141.394092828,USD,2.438,100,1,false,0,USD,2.8691983122362896,29466,243.8,0.01,-90.65420560747664,3.79746835443038,Miscellaneous,Miscellaneous,america,,1.7481845365228534
398,NASDAQ:OCUL,OCUL,"Ocular Therapeutix, Inc.",ocular-therapeutix,stock,['common'],2185380020.5995083,USD,12.56,100,1,false,0,USD,2.8665028665028633,2417561,,-1.2776,5.67737172388335,0.0,Health technology,Health Technology,america,1.041667,1.077096511560663
399,NYSE:HLLY,HLLY,Holley Inc.,holley,stock,['common'],385681115.6337579,USD,3.23,100,1,false,0,USD,2.866242038216556,906794,,-0.257,-234.5549738219895,0.0,Producer manufacturing,Producer Manufacturing,america,1.3125,1.2254638697940077
400,NASDAQ:TIPT,TIPT,Tiptree Inc.,tiptree,stock,['common'],836253754.3819189,USD,22.3,100,1,false,0,USD,2.8597785977859824,120982,17.204135164326495,1.2962,79.70331346180505,1.1070110701107,Finance,Finance,america,,0.8582651525846492
401,NASDAQ:CRBP,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",corbus-pharmaceuticals,stock,['common'],106252797.9217082,USD,8.67,100,1,false,0,USD,2.8469750889679744,70961,,-4.764,18.151361566875693,0.0,Health technology,Health Technology,america,1.0,0.6049278418889578
402,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,stock,['common'],1093523945614.6543,USD,339.03,100,1,false,0,USD,2.845442135598361,105072389,196.33425990271022,1.7268,-51.50391776897801,0.0,Consumer durables,Consumer Durables,america,1.803922,1.2638347775108918
403,NASDAQ:FHTX,FHTX,Foghorn Therapeutics Inc.,foghorn-therapeutics,stock,['common'],266256145.74235803,USD,4.71,100,1,false,0,USD,2.838427947598251,66894,,-1.2407,36.26322819274633,0.0,Health technology,Health Technology,america,1.0,0.5419304662721318
404,NASDAQ:ISPO,ISPO,Inspirato Incorporated,inspirato-incorporated,stock,['common'],38856335.91947194,USD,3.116,100,1,false,0,USD,2.838283828382848,47063,,-1.8409,87.3190053041262,0.0,Consumer services,Consumer Services,america,2.0,1.2803819680605055
405,NASDAQ:TCRT,TCRT,"Alaunos Therapeutics, Inc.",alaunos-therapeutics,stock,['common'],5024745.230769231,USD,2.54,100,1,false,0,USD,2.8340080971659853,62967,,-2.5424,84.80598103138128,0.0,Health technology,Health Technology,america,,1.3997145753307725
406,NASDAQ:LCID,LCID,"Lucid Group, Inc.",lucid-group,stock,['common'],6728764667.929578,USD,2.19,100,1,false,0,USD,2.8169014084507067,117142812,,-1.1533,3.9636938962444903,0.0,Consumer durables,Consumer Durables,america,2.117647,1.3089565657941282
407,NASDAQ:BZAI,BZAI,"Blaize Holdings, Inc.",blaize,stock,['common'],334535162.82812494,USD,3.29,100,1,false,0,USD,2.8124999999999956,995140,,-1.8813,-10774.56647398844,0.0,Electronic technology,Electronic Technology,america,1.0,0.7867180203994558
408,NASDAQ:SMID,SMID,Smith-Midland Corporation,smith-midland-corporation,stock,['common'],203696861.04417667,USD,38.4,100,1,false,0,USD,2.811244979919671,10636,20.720915173753507,1.8532,432.5287356321839,0.0,Non-energy minerals,Non-Energy Minerals,america,,1.2499412400695717
409,NYSE:PRG,PRG,"PROG Holdings, Inc.",prog,stock,['common'],1274495103.1087716,USD,32.23,100,1,false,0,USD,2.8070175438596348,400189,6.359510655090766,5.068,107.97767564018383,1.59489633173844,Finance,Finance,america,1.5,0.9459259183971102
410,NYSE:GKOS,GKOS,Glaukos Corporation,glaukos-corporation,stock,['common'],4990595961.722385,USD,87.02,100,1,false,0,USD,2.799763733018299,884109,,-1.6571,48.1880999280868,0.0,Health technology,Health Technology,america,1.3125,0.5364191917074478
411,NASDAQ:SPRC,SPRC,SciSparc Ltd.,scisparc-ltd,stock,['common'],2852091.0,USD,5.335,100,1,false,0,USD,2.7938342967244614,38109,,-1.9625,85.28992894192426,0.0,Health technology,Health Technology,america,,0.838802974075884
412,NASDAQ:URGN,URGN,UroGen Pharma Ltd.,urogen-pharma-ltd,stock,['common'],843857834.1437023,USD,18.24,100,1,false,0,USD,2.789518174133544,889005,,-3.3175,-1.4091826129485856,0.0,Health technology,Health Technology,america,1.142857,0.7268649151637313
413,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,stock,['common'],5940858841.253255,USD,17.37,100,1,false,0,USD,2.781065088757411,43656753,,-1.0546,-143.95095998149432,0.0,Electronic technology,Electronic Technology,america,1.0,1.0606251823297694
414,NASDAQ:BBCP,BBCP,"Concrete Pumping Holdings, Inc.",concrete-pumping-holdings-inc,stock,['common'],367318508.2911208,USD,7.06,100,1,false,0,USD,2.7656477438136755,55400,30.50993949870354,0.2314,-24.180865006553088,0.0,Industrial services,Industrial Services,america,1.666667,0.5591006754622421
415,NASDAQ:XOMA,XOMA,XOMA Royalty Corporation,xoma-depositary-shares-rep-series-b-8375-cumulative-preferred-stock,stock,['common'],325858371.5430189,USD,27.23,100,1,false,0,USD,2.754716981132077,53507,,-1.1393,70.94660070383027,0.0,Health technology,Health Technology,america,1.25,1.7601565840981612
416,NYSE:EIX,EIX,Edison International,edison-international,stock,['common'],21262079503.891575,USD,55.25,100,1,false,0,USD,2.7524641993676715,3621725,8.118314329375808,6.8056,173.6029589129211,6.06750976380882,Utilities,Utilities,america,1.416667,0.7675910327284595
417,NYSE:THR,THR,"Thermon Group Holdings, Inc.",thermon,stock,['common'],818690040.0614108,USD,24.76,100,1,false,0,USD,2.7385892116182577,351998,15.682797061059034,1.5788,9.722704843978033,0.0,Producer manufacturing,Producer Manufacturing,america,1.25,1.949009847538946
418,AMEX:ELMD,ELMD,"Electromed, Inc.",electromed,stock,['common'],160594098.55150214,USD,19.15,100,1,false,0,USD,2.736051502145912,41760,23.997493734335837,0.798,61.473087818696904,0.0,Health technology,Health Technology,america,1.0,0.9638776687824582
419,NASDAQ:AVPT,AVPT,"AvePoint, Inc.",avepoint,stock,['common'],3119562756.9127703,USD,14.72,100,1,false,0,USD,2.721563154221916,3814376,,-0.0508,37.4384236453202,0.0,Technology services,Technology Services,america,1.222222,2.145975766591711
420,NYSE:SIG,SIG,Signet Jewelers Limited,signet-jewelers,stock,['common'],3140997275.4090967,USD,76.33,100,1,false,0,USD,2.718342080473686,819056,82.85032019971779,0.9213,-92.50872071749754,1.64177095949401,Retail trade,Retail Trade,america,1.555556,0.9132244139596264
421,AMEX:EPM,EPM,"Evolution Petroleum Corporation, Inc.",evolution-petroleum,stock,['common'],169136672.38958335,USD,4.93,100,1,false,0,USD,2.7083333333333313,153322,,-0.028,-131.67420814479638,10.0,Energy minerals,Energy Minerals,america,1.333333,1.017348174443873
422,NASDAQ:AQMS,AQMS,"Aqua Metals, Inc.",aqua-metals,stock,['common'],3589522.108108108,USD,3.8,100,1,false,0,USD,2.7027027027026933,41474,,-37.4786,23.972330412203828,0.0,Non-energy minerals,Non-Energy Minerals,america,,0.6051742294476199
423,NYSE:NEU,NEU,NewMarket Corp,newmarket,stock,['common'],7123390093.816221,USD,758.08,100,1,false,0,USD,2.6972106696289586,79637,15.026273381922408,50.4503,17.811222940942947,1.42243656610266,Process industries,Process Industries,america,,1.0122390977462723
424,NYSE:SARO,SARO,"StandardAero, Inc.",standardaero,stock,['common'],9468608906.411314,USD,28.31,100,1,false,0,USD,2.6840768951759104,2057174,134.36165163739915,0.2107,,0.0,Transportation,Transportation,america,1.388889,1.3852838864505375
425,NASDAQ:ALKT,ALKT,"Alkami Technology, Inc.",alkami-technology,stock,['common'],2150357710.5984097,USD,20.66,100,1,false,0,USD,2.683896620278326,2338631,,-0.3784,29.87398072646404,0.0,Technology services,Technology Services,america,1.2,1.174962959464667
426,NASDAQ:VMD,VMD,"Viemed Healthcare, Inc.",viemed-healthcare,stock,['common'],282748179.10563385,USD,7.29,100,1,false,0,USD,2.6760563380281748,425799,21.51077013868398,0.3389,44.829059829059815,0.0,Health services,Health Services,america,1.0,1.0954668969090677
427,NASDAQ:CARL,CARL,"Carlsmed, Inc.",,stock,['common'],346302525.38,USD,13.06,100,1,false,0,USD,2.672955974842766,118561,,-0.9475,-28.701439826134212,0.0,Technology services,Technology Services,america,,0.4367080681282414
428,NASDAQ:ALNT,ALNT,Allient Inc.,allied-motion,stock,['common'],730753592.7999998,USD,43.12,100,1,false,0,USD,2.6666666666666607,337924,50.26812776871065,0.8578,-26.15358126721763,0.285714285714286,Producer manufacturing,Producer Manufacturing,america,1.333333,1.6538440456054626
429,NASDAQ:PATK,PATK,"Patrick Industries, Inc.",patrick-industries,stock,['common'],3428701987.1303177,USD,103.03,100,1,false,0,USD,2.6501942811597052,302400,27.87608225108225,3.696,-20.377431655141205,1.5608946896483,Consumer durables,Consumer Durables,america,1.333333,0.7940427885081205
430,NYSE:PKE,PKE,Park Aerospace Corp.,park-aerospace,stock,['common'],356213738.60526323,USD,17.94,100,1,false,0,USD,2.6315789473684257,127797,51.73010380622838,0.3468,6.740535549399808,2.8604118993135,Electronic technology,Electronic Technology,america,,0.7484389586264008
431,AMEX:FLYX,FLYX,"flyExclusive, Inc.",flyexclusive,stock,['common'],187503231.15789476,USD,2.34,100,1,false,0,USD,2.631578947368424,20832,,-1.2409,-4102.903225806451,0.0,Transportation,Transportation,america,,1.3125413476987051
432,NASDAQ:NRIM,NRIM,Northrim BanCorp Inc,northrim-bancorp,stock,['common'],468156467.0169492,USD,84.77,100,1,false,0,USD,2.627118644067799,88945,10.58645752678772,8.0074,38.70671586204508,3.05084745762712,Finance,Finance,america,1.0,2.122924095528601
433,NYSE:JOBY,JOBY,"Joby Aviation, Inc.",joby-aviation,stock,['common'],14615883684.598858,USD,17.075,100,1,false,0,USD,2.6141826923076845,23073063,,-1.058,-120.32486463973346,0.0,Electronic technology,Electronic Technology,america,2.111111,0.5931628325322803
434,NYSE:WU,WU,Western Union Company (The),western-union-company,stock,['common'],2664480089.5522394,USD,8.25,100,1,false,0,USD,2.6119402985074736,11525601,3.1136775362318843,2.6496,61.98569419820261,11.6915422885572,Finance,Finance,america,2.361111,1.081793648930603
435,NASDAQ:ALOT,ALOT,"AstroNova, Inc.",astronova,stock,['common'],89559606.39164491,USD,11.79,100,1,false,0,USD,2.610966057441244,6095,,-2.1301,-420.99156118143463,0.0,Electronic technology,Electronic Technology,america,,1.3196353952410853
436,NYSE:FOA,FOA,Finance of America Companies Inc.,finance-of-america-companies,stock,['common'],279246475.46728975,USD,25.25,100,1,false,0,USD,2.6005688744412865,74801,30.901970383062046,0.8171,,0.0,Finance,Finance,america,2.0,0.6235963018232441
437,NASDAQ:IMTX,IMTX,Immatics N.V.,immatics,stock,['common'],770628061.7961165,USD,6.34,100,1,false,0,USD,2.588996763754048,289142,,-0.2309,78.16961331190319,0.0,Health technology,Health Technology,america,1.0,0.8006954044378279
438,NYSE:ELAN,ELAN,Elanco Animal Health Incorporated,elanco-animal-health,stock,['common'],8495514140.749849,USD,17.1,100,1,false,0,USD,2.5794841031793623,9647728,19.59436232382262,0.8727,,0.0,Health technology,Health Technology,america,1.3,1.3681708068732612
439,NYSE:FUN,FUN,Six Flags Entertainment Corporation,six-flags-entertainment,stock,['common'],2471216427.6923075,USD,24.4,100,1,false,0,USD,2.564102564102562,6387145,,-4.7212,-291.568269425847,0.0,Consumer services,Consumer Services,america,1.357143,1.0437237951530614
440,NASDAQ:LUCY,LUCY,"Innovative Eyewear, Inc.",innovative-eyewear,stock,['common'],9194950.102040816,USD,2.01,100,1,false,0,USD,2.5510204081632564,98956,,-4.4486,63.40769256078702,0.0,Retail trade,Retail Trade,america,1.0,0.9869308163053626
441,NASDAQ:GLSI,GLSI,"Greenwich LifeSciences, Inc.",greenwich-lifesciences,stock,['common'],166970112.11986867,USD,12.49,100,1,false,0,USD,2.5451559934318597,41848,,-1.2637,-75.75799721835884,0.0,Health technology,Health Technology,america,,1.0125724683268649
442,NASDAQ:GCMG,GCMG,GCM Grosvenor Inc.,gcm-grosvenor,stock,['common'],2474334055.655282,USD,12.91,100,1,false,0,USD,2.5416997617156496,1822365,91.3012729844413,0.1414,,3.49483717235902,Finance,Finance,america,1.4,3.6028910671931134
443,NYSE:HZO,HZO,"MarineMax, Inc. (FL)",marinemax,stock,['common'],494520453.9813084,USD,23.04,100,1,false,0,USD,2.5367156208277715,346920,,-1.3373,-162.3740671641791,0.0,Retail trade,Retail Trade,america,1.222222,0.8425859022544978
444,NASDAQ:RYTM,RYTM,"Rhythm Pharmaceuticals, Inc.",rhythm-pharmaceuticals,stock,['common'],6264079609.468036,USD,94.31,100,1,false,0,USD,2.533159382474449,626069,,-3.0185,30.874573476538348,0.0,Health technology,Health Technology,america,1.0,1.035461131320041
445,NASDAQ:CFFI,CFFI,C&F Financial Corporation,candf-financial,stock,['common'],212552165.83875,USD,65.62,100,1,false,0,USD,2.531250000000007,13534,8.685868586858687,7.5548,32.118498828302606,2.8125,Finance,Finance,america,,1.0773676375765198
446,NASDAQ:UFG,UFG,Uni-Fuels Holdings Limited,uni-fuels-limited,stock,['common'],102755550.0,USD,3.25,100,1,false,0,USD,2.5236593059936934,1659344,,,,0.0,Distribution services,Distribution Services,america,,0.7984147799387018
447,NASDAQ:GLXY,GLXY,Galaxy Digital Inc.,galaxy-digital,stock,['common'],10716641374.771158,USD,28.48,100,1,false,0,USD,2.519798416126707,11404931,,-2.2234784,-182.97275812389188,0.0,Finance,Finance,america,1.076923,1.1398501902971665
448,NASDAQ:AIMD,AIMD,"Ainos, Inc.",ainos,stock,['common'],13666053.27044025,USD,3.26,100,1,false,0,USD,2.5157232704402395,256622,,-6.6346,57.99264272915493,0.0,Health technology,Health Technology,america,,0.018107477789547334
449,NYSE:LXU,LXU,"LSB Industries, Inc.",lsb-industries,stock,['common'],528010598.79888266,USD,7.34,100,1,false,0,USD,2.5139664804469235,434514,,-0.4629,-1533.12693498452,0.0,Process industries,Process Industries,america,1.5,0.776669284675781
450,NYSE:LOB,LOB,"Live Oak Bancshares, Inc.",live-oak-bancshares,stock,['common'],1455627254.3971012,USD,31.83,100,1,false,0,USD,2.512077294685983,286829,26.049594893199114,1.2219,-49.7677286742035,0.386473429951691,Finance,Finance,america,2.0,1.354621280422176
451,NASDAQ:MAZE,MAZE,"Maze Therapeutics, Inc.",maze-therapeutics,stock,['common'],589947826.7990867,USD,13.47,100,1,false,0,USD,2.5114155251141557,113660,,,,0.0,Health technology,Health Technology,america,1.0,0.6984863261745553
452,NYSE:IMAX,IMAX,Imax Corporation,imax,stock,['common'],1365000377.8957996,USD,25.38,100,1,false,0,USD,2.504038772213237,1124717,42.27886056971514,0.6003,53.725992317541596,0.0,Consumer durables,Consumer Durables,america,1.25,1.0522950060295304
453,NYSE:INR,INR,"Infinity Natural Resources, Inc.",infinity-natural-resources,stock,['common'],897317984.2948539,USD,14.74,100,1,false,0,USD,2.5034770514603575,195737,,,,0.0,Energy minerals,Energy Minerals,america,1.0625,0.6143877670488627
454,NASDAQ:BYSI,BYSI,"BeyondSpring, Inc.",beyondspring,stock,['common'],82648452.925,USD,2.05,100,1,false,0,USD,2.499999999999991,18116,,,,0.0,Health technology,Health Technology,america,,0.961285392876852
455,NASDAQ:REAL,REAL,"The RealReal, Inc.",the-realreal,stock,['common'],755956530.1499999,USD,6.56,100,1,false,0,USD,2.4999999999999885,6831599,,-1.0597,-14.081171277855544,0.0,Retail trade,Retail Trade,america,1.428571,1.5386455124724538
456,NASDAQ:CPSS,CPSS,"Consumer Portfolio Services, Inc.",consumer-portfolio-services,stock,['common'],177221528.32668334,USD,8.22,100,1,false,0,USD,2.493765586034926,11486,10.325336013063685,0.7961,-44.59986082115518,0.0,Finance,Finance,america,,0.8732011038551304
457,NYSE:FRGE,FRGE,"Forge Global Holdings, Inc.",forge-global,stock,['common'],275906128.4285714,USD,22.38,100,1,false,0,USD,2.4725274725274686,101745,,-5.0554,21.86519528291681,0.0,Technology services,Technology Services,america,1.333333,0.5561048556488545
458,NASDAQ:HNVR,HNVR,"Hanover Bancorp, Inc.",hanover-bancorp,stock,['common'],156068303.14048406,USD,21.59,100,1,false,0,USD,2.4679639297579476,11979,14.256471209720022,1.5144,-1.7261518494484076,1.8984337921215,Finance,Finance,america,1.5,0.9875433838138185
459,NASDAQ:VALU,VALU,"Value Line, Inc.",value-line,stock,['common'],363645900.67480105,USD,38.63,100,1,false,0,USD,2.466843501326259,7662,17.58626968952017,2.1966,8.904313336638582,3.31564986737401,Consumer services,Consumer Services,america,,1.664168892943246
460,NASDAQ:WBTN,WBTN,WEBTOON Entertainment Inc.,webtoon-entertainment,stock,['common'],1189925475.2264574,USD,9.14,100,1,false,0,USD,2.4663677130044914,248708,,-1.3485,-42.60786802030457,0.0,Technology services,Technology Services,america,1.428571,1.2620729096416325
461,NYSE:RDDT,RDDT,"Reddit, Inc.",reddit,stock,['common'],41314729234.93432,USD,220.75,100,1,false,0,USD,2.4647233568510964,5560199,186.33409301932977,1.1847,,0.0,Technology services,Technology Services,america,1.448276,0.5158846087967592
462,NASDAQ:LQDT,LQDT,"Liquidity Services, Inc.",liquidity-services,stock,['common'],767179234.3095537,USD,24.56,100,1,false,0,USD,2.4614100959532745,325769,29.73005689383852,0.8261,31.210292249046994,0.0,Retail trade,Retail Trade,america,1.0,0.8883561638232291
463,NASDAQ:CMPO,CMPO,"CompoSecure, Inc.",composecure,stock,['common'],1838720432.5932686,USD,17.96,100,1,false,0,USD,2.452937820878492,1413669,,-1.8191,-282.7322953289804,1.71135196805476,Commercial services,Commercial Services,america,1.166667,1.253093689976032
464,NASDAQ:EWTX,EWTX,"Edgewise Therapeutics, Inc.",edgewise-therapeutics,stock,['common'],1368440816.1317034,USD,12.99,100,1,false,0,USD,2.444794952681392,676795,,-1.5555,-1.4610919052899483,0.0,Health technology,Health Technology,america,1.166667,0.9812573815950828
465,NYSE:EVH,EVH,"Evolent Health, Inc",evolent-health,stock,['common'],1082426255.3711112,USD,9.22,100,1,false,0,USD,2.4444444444444513,2445271,,-1.6055,-71.39959432048681,0.0,Commercial services,Commercial Services,america,1.071429,1.0523846566841075
466,NASDAQ:TTWO,TTWO,"Take-Two Interactive Software, Inc.",take-two-interactive-software,stock,['common'],41075981816.71343,USD,222.67,100,1,false,0,USD,2.438238947416839,3189970,,-23.9368,-7.46327622741803,0.0,Technology services,Technology Services,america,1.283333,1.5533646901692468
467,NASDAQ:AVXL,AVXL,Anavex Life Sciences Corp.,anavex-life-sciences,stock,['common'],969479477.3916967,USD,11.35,100,1,false,0,USD,2.436823104693137,979102,,-0.5559,-12.031438935912934,0.0,Health technology,Health Technology,america,1.0,0.9735285490566506
468,NASDAQ:SSRM,SSRM,SSR Mining Inc.,ssr-mining,stock,['common'],3155260319.045433,USD,15.56,100,1,false,0,USD,2.4358130348913827,3417458,19.734028167281405,0.7884857499999999,,0.0,Non-energy minerals,Non-Energy Minerals,america,1.85,1.0063834501469058
469,NASDAQ:CNDT,CNDT,Conduent Incorporated,conduent,stock,['common'],401253998.9193548,USD,2.54,100,1,false,0,USD,2.4193548387096793,1072743,82.46753246753246,0.0308,-84.82010842779695,0.0,Commercial services,Commercial Services,america,1.0,1.0101216212258848
470,NASDAQ:LEGH,LEGH,Legacy Housing Corporation,legacy-housing,stock,['common'],598627660.6353614,USD,25.08,100,1,false,0,USD,2.4091465904450793,70758,11.149639903974393,2.2494,2.8955674488815655,0.0,Consumer durables,Consumer Durables,america,1.25,1.2702293694091542
471,NASDAQ:FTCI,FTCI,"FTC Solar, Inc.",ftc-solar,stock,['common'],69614051.71115974,USD,4.68,100,1,false,0,USD,2.4070021881837946,59715,,-3.6369,8.526371387610363,0.0,Technology services,Technology Services,america,1.666667,0.38357232600982005
472,NASDAQ:ELVN,ELVN,"Enliven Therapeutics, Inc.",enliven-therapeutics,stock,['common'],1068608335.2289428,USD,18.115,100,1,false,0,USD,2.402487280949673,227322,,-1.9299,-0.19208804900841225,0.0,Health technology,Health Technology,america,1.05,0.578082837636493
473,NASDAQ:KTOS,KTOS,"Kratos Defense & Security Solutions, Inc.",kratos-defense-and-security-solutions,stock,['common'],11040848078.09596,USD,65.41,100,1,false,0,USD,2.395115842204123,6000705,701.8240343347638,0.0932,40.785498489426,0.0,Electronic technology,Electronic Technology,america,1.235294,1.4643654849389158
474,NYSE:MSGE,MSGE,Madison Square Garden Entertainment Corp.,madison-square-garden,stock,['common'],1847621922.361389,USD,38.93,100,1,false,0,USD,2.3934771173066713,292377,14.243898869415682,2.7331,130.95318573601486,0.0,Consumer services,Consumer Services,america,1.166667,1.1360508481030267
475,NASDAQ:NEON,NEON,Neonode Inc.,neonode,stock,['common'],395069997.4162679,USD,23.54,100,1,false,0,USD,2.3923444976076587,171552,,-0.377,46.29629629629629,0.0,Electronic technology,Electronic Technology,america,1.0,0.6018424478687027
476,NASDAQ:ALCY,ALCY,Alchemy Investments Acquisition Corp 1,alchemy-investments-acquisition-1,stock,['common'],54389559.151882306,USD,12.0,100,1,false,0,USD,2.3890784982935096,723,90.49773755656109,0.1326,-57.85123966942148,0.0,Finance,Finance,america,,0.10642839268102394
477,NYSE:EVEX,EVEX,"Eve Holding, Inc.",eve,stock,['common'],1805093486.006826,USD,6.0,100,1,false,0,USD,2.3890784982935096,356351,,-0.6305,-30.781995436631398,0.0,Electronic technology,Electronic Technology,america,1.25,0.8209176651955384
478,NYSE:AMBP,AMBP,Ardagh Metal Packaging S.A.,ardagh-metal-packaging-sa,stock,['common'],2307120386.376658,USD,3.86,100,1,false,0,USD,2.3872679045092804,1347361,,-0.0284,72.1841332027424,10.6100795755968,Process industries,Process Industries,america,1.928571,0.631532554139407
479,NASDAQ:HQI,HQI,"HireQuest, Inc.",command-center,stock,['common'],139307997.9523316,USD,9.88,100,1,false,0,USD,2.3834196891191755,9719,57.275362318840585,0.1725,-53.61656359236354,2.48704663212435,Commercial services,Commercial Services,america,1.0,0.6862634336473147
480,NASDAQ:DORM,DORM,"Dorman Products, Inc.",dorman-products,stock,['common'],4362122131.536004,USD,142.86,100,1,false,0,USD,2.357240094576213,234849,19.440173091839373,7.3487,34.68284368528124,0.0,Consumer durables,Consumer Durables,america,1.3,0.8348438318161991
481,NASDAQ:LAUR,LAUR,"Laureate Education, Inc.",laureate-education,stock,['common'],3775442678.2964444,USD,25.62,100,1,false,0,USD,2.3571713943268073,1068800,15.112369492125287,1.6953,35.019114367633,0.0,Commercial services,Commercial Services,america,1.25,1.018766735588473
482,NASDAQ:AMLX,AMLX,"Amylyx Pharmaceuticals, Inc.",amylyx-pharmaceuticals,stock,['common'],697289267.5942409,USD,7.82,100,1,false,0,USD,2.356020942408385,593908,,-2.499,-1.9375892310830236,0.0,Health technology,Health Technology,america,1.055556,0.5780983962974168
483,NASDAQ:XOS,XOS,"Xos, Inc.",xos,stock,['common'],27179232.901408453,USD,3.27,100,1,false,0,USD,2.3474178403755928,49377,,-6.1692,42.175856929955295,0.0,Consumer durables,Consumer Durables,america,1.333333,2.8139532233062825
484,NYSE:TBN,TBN,Tamboran Resources Corporation,tamboran-res-ltd,stock,['common'],373008210.41999996,USD,20.99,100,1,false,0,USD,2.3403217942466936,24226,,,,0.0,Energy minerals,Energy Minerals,america,1.25,1.6683998484900657
485,NASDAQ:TTEC,TTEC,"TTEC Holdings, Inc.",ttec,stock,['common'],169622243.85964912,USD,3.5,100,1,false,0,USD,2.3391812865497097,702604,,-0.5385,91.82505465144523,1.75438596491228,Technology services,Technology Services,america,1.5,0.7720097620331364
486,NASDAQ:ATEC,ATEC,"Alphatec Holdings, Inc.",alphatec,stock,['common'],2267111548.897795,USD,15.32,100,1,false,0,USD,2.338009352037406,2244763,,-1.1348,15.584318976418954,0.0,Health technology,Health Technology,america,1.136364,0.5067538685374187
487,NYSE:MO,MO,"Altria Group, Inc.",altria,stock,['common'],110352043409.65306,USD,65.69,100,1,false,0,USD,2.336812587630472,10649047,12.694946371630108,5.1745,-10.747550710638883,6.35613023835488,Consumer non-durables,Consumer Non-Durables,america,1.941176,1.1916790440791045
488,NASDAQ:EBAY,EBAY,eBay Inc.,ebay,stock,['common'],43552099714.52975,USD,95.3,100,1,false,0,USD,2.3190895426240035,6543086,21.05937727885444,4.5253,-11.766885041335213,1.20249087395319,Retail trade,Retail Trade,america,1.808824,0.7956305318881286
489,NASDAQ:HYMC,HYMC,Hycroft Mining Holding Corporation,hycroft-mining,stock,['common'],138635596.8381503,USD,3.54,100,1,false,0,USD,2.3121387283237014,399280,,-2.0003,31.112029479629438,0.0,Non-energy minerals,Non-Energy Minerals,america,2.0,0.9826483613708542
490,NYSE:BE,BE,Bloom Energy Corporation,bloom-energy,stock,['common'],8810023409.873642,USD,37.65,100,1,false,0,USD,2.3097826086956563,5757049,8010.6382978723395,0.0047,,0.0,Producer manufacturing,Producer Manufacturing,america,1.645833,0.4821497972818976
491,NASDAQ:PKOH,PKOH,Park-Ohio Holdings Corp.,park-ohio,stock,['common'],261848555.00224972,USD,18.19,100,1,false,0,USD,2.305961754780653,26746,7.547717842323651,2.41,74.12036702550392,2.81214848143982,Producer manufacturing,Producer Manufacturing,america,2.0,0.9649116477744186
