,ticker,name,description,logoid,type,typespecs,Value.Traded,currency,close,pricescale,minmov,fractional,minmove2,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
193,NYSE:CRH,CRH,CRH PLC,crh,stock,['common'],481631642.02,USD,107.42,100,1,false,0,-1.720036596523326,4483631,0.9441717560287665,72257064212.38518,USD,22.45260539681876,4.7843,-0.8928201516344184,1.31517017383349,Non-energy minerals,america,Non-Energy Minerals,1.23913
194,NASDAQ:RIVN,RIVN,"Rivian Automotive, Inc.",rivian,stock,['common'],481182257.86,USD,11.93,100,1,false,0,1.1874469889737114,40333802,0.9489588806056772,14476267386.256998,USD,,-3.2344,45.634853934850575,0.0,Consumer durables,america,Consumer Durables,1.83871
195,NASDAQ:LULU,LULU,lululemon athletica inc.,lululemon-athletica,stock,['common'],480740201.0,USD,186.44,100,1,false,0,-1.5784194689331197,2578525,0.791728800219944,23297808323.300003,USD,12.722719238984311,14.6541,17.42914152462917,0.0,Consumer non-durables,america,Consumer Non-Durables,1.647059
196,NYSE:ELV,ELV,"Elevance Health, Inc.",anthem,stock,['common'],479856132.99,USD,290.79,100,1,false,0,-1.088472397020303,1650181,0.6241519320243744,65479595376.29889,USD,12.376728566625097,23.4949,-17.633716507332185,2.27218612877989,Health services,america,Health Services,1.395833
197,NYSE:TKO,TKO,"TKO Group Holdings, Inc.",tko,stock,['common'],477863100.0,USD,180.0,100,1,false,0,10.233327209259604,2654795,2.5422162579000323,35623093302.957924,USD,82.87292817679557,2.172,,0.465429603772429,Consumer services,america,Consumer Services,1.25
198,NYSE:TPR,TPR,"Tapestry, Inc.",tapestry,stock,['common'],476867201.08,USD,107.96,100,1,false,0,-1.0358419653497202,4417073,1.0569244805123765,22422226736.937572,USD,28.407536048836963,3.8004,0.6195393169181795,1.2833440278669,Retail trade,america,Retail Trade,1.452381
199,NYSE:LYV,LYV,"Live Nation Entertainment, Inc.",live-nation,stock,['common'],469741416.36,USD,154.47,100,1,false,0,0.8750734669888353,3040988,1.3417401931575215,35801789473.904655,USD,67.09377578942797,2.3023,120.10516252390056,0.0,Consumer services,america,Consumer Services,1.26087
200,NYSE:AON,AON,Aon plc,aon,stock,['common'],469214997.60999995,USD,368.09,100,1,false,0,0.46124454148471555,1274729,0.8801994161828857,79369989054.81334,USD,30.819016042064366,11.9436,-4.47412620970967,0.756004366812227,Finance,america,Finance,1.590909
201,NYSE:HUM,HUM,Humana Inc.,humana,stock,['common'],466537831.65000004,USD,266.67,100,1,false,0,-0.0037498125093711207,1749495,0.7877868597046432,32072885376.832348,USD,20.466790489201344,13.0294,-7.135169808631191,1.32743362831858,Finance,america,Finance,1.722222
202,NYSE:TT,TT,Trane Technologies plc,trane-technologies,stock,['common'],460101193.89,USD,428.07,100,1,false,0,-0.46966913901741075,1074827,0.6644640825012698,95252151741.31535,USD,33.96653098145635,12.6027,24.616342997270888,0.827733730149503,Producer manufacturing,america,Producer Manufacturing,1.833333
203,NYSE:FI,FI,"Fiserv, Inc.",fiserv,stock,['common'],459759747.26,USD,132.22,100,1,false,0,-0.7655358751125864,3477233,0.607924563802268,71873895957.44444,USD,22.100758867382076,5.9826,3.751105561625297,0.0,Commercial services,america,Commercial Services,1.228571
204,NYSE:ZTS,ZTS,Zoetis Inc.,zoetis,stock,['common'],456793837.38000005,USD,149.02,100,1,false,0,1.1333559552086976,3065319,0.7455344458711491,66043203685.36234,USD,25.640055058499655,5.812,13.809038928487515,1.31116389548694,Health technology,america,Health Technology,1.275
205,NYSE:COHR,COHR,Coherent Corp.,coherent,stock,['common'],454920288.0,USD,113.6,100,1,false,0,-1.593901593901597,4004580,1.310878397335623,17658053986.417183,USD,,-0.2272,92.06648508974091,0.0,Electronic technology,america,Electronic Technology,1.23913
206,NYSE:IT,IT,"Gartner, Inc.",gartner,stock,['common'],453962182.79999995,USD,225.98,100,1,false,0,-1.3187772925764236,2008860,1.1079306670549383,17114774742.922186,USD,13.89978963943461,16.2578,54.79785957762841,0.0,Technology services,america,Technology Services,1.846154
207,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,stock,['common'],453431461.3,USD,15.98,100,1,false,0,3.4974093264248767,28374935,0.8348899419958921,5157585336.045338,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,america,Electronic Technology,1.0625
208,NASDAQ:EXPE,EXPE,"Expedia Group, Inc.",expedia,stock,['common'],452254209.81,USD,192.63,100,1,false,0,-1.3469220526477494,2347787,0.9873094000382177,24487297243.53073,USD,23.571087698689475,8.1723,46.08000858000857,0.409710130082966,Consumer services,america,Consumer Services,1.662162
209,NYSE:DHI,DHI,"D.R. Horton, Inc.",dr-horton,stock,['common'],451667800.48,USD,154.96,100,1,false,0,-0.9840255591054262,2914738,0.7814778831129487,46197223007.85892,USD,12.420747200602763,12.4759,-16.206141529203162,0.958466453674122,Consumer durables,america,Consumer Durables,1.825
210,NYSE:EFX,EFX,"Equifax, Inc.",equifax,stock,['common'],449043860.40000004,USD,239.9,100,1,false,0,0.03752971102122656,1871796,1.7959825479019256,29698992639.6418,USD,46.912276584927056,5.1138,9.094400000000007,0.696384637838289,Commercial services,america,Commercial Services,1.444444
211,NASDAQ:CME,CME,CME Group Inc.,cme,stock,['common'],447913982.25,USD,285.75,100,1,false,0,1.2543850324226713,1567503,0.8286096944452755,102978634082.05061,USD,27.655188432727485,10.3326,13.970880211780262,3.75606817618086,Finance,america,Finance,1.8
212,NYSE:CI,CI,The Cigna Group,cigna,stock,['common'],445924969.20000005,USD,277.04,100,1,false,0,0.7784648963259525,1609605,0.6234385760948812,73949750890.26672,USD,15.12838155150006,18.3126,44.026992378900005,2.11713350309203,Finance,america,Finance,1.326923
213,NYSE:AJG,AJG,Arthur J. Gallagher & Co.,gallagher,stock,['common'],444031035.8,USD,288.92,100,1,false,0,-0.17965726920950173,1536865,0.6676904327413755,74079086861.04988,USD,43.54943249476207,6.6343,29.124739679635635,0.863736871199558,Finance,america,Finance,1.552632
214,NYSE:BX,BX,Blackstone Inc.,blackstone,stock,['common'],443753957.01,USD,170.07,100,1,false,0,0.6867562607305646,2609243,0.8006915440363273,207610286605.67892,USD,45.906551137743946,3.7047,41.362994619758084,2.39772659996448,Finance,america,Finance,1.673913
215,NYSE:FCX,FCX,"Freeport-McMoRan, Inc.",freeport-mcmoran,stock,['common'],442753542.65999997,USD,41.47,100,1,false,0,-0.9553379508000922,10676478,0.5211139006952098,59559220580.52735,USD,31.411907286774728,1.3202,-0.39233438961821876,1.43300692620014,Non-energy minerals,america,Non-Energy Minerals,1.404762
216,NYSE:RCL,RCL,Royal Caribbean Cruises Ltd.,royal-caribbean-cruises,stock,['common'],437876805.16,USD,302.86,100,1,false,0,0.4710721868365233,1445806,0.5779205833767898,82265152268.26468,USD,22.826865244164402,13.2677,47.996073575834636,0.812765392781316,Consumer services,america,Consumer Services,1.37037
217,NYSE:TJX,TJX,"TJX Companies, Inc. (The)",tjx-cos,stock,['common'],437477668.8,USD,132.4,100,1,false,0,0.7840450635609355,3304212,0.6612337975094217,147707500027.8968,USD,31.219052110351335,4.241,5.186140529278985,1.17987363933927,Retail trade,america,Retail Trade,1.386364
218,NYSE:CTVA,CTVA,"Corteva, Inc.",corteva,stock,['common'],432265609.26000005,USD,72.465,100,1,false,0,2.192920603582015,5965164,1.3346665461435125,49210982272.57849,USD,35.257626623850534,2.0553,59.06663570931041,0.958962064588916,Process industries,america,Process Industries,1.365385
219,NYSE:DOW,DOW,Dow Inc.,dow,stock,['common'],432183765.38,USD,20.87,100,1,false,0,-1.649387370405268,20708374,1.1633471199948746,14793576226.358624,USD,,-1.4006,-186.6815199900978,13.1950989632422,Process industries,america,Process Industries,1.92
220,NYSE:NOC,NOC,Northrop Grumman Corporation,northrop-grumman,stock,['common'],432091962.72,USD,580.24,100,1,false,0,-0.14971347937567836,744678,0.9163827420601095,83080492192.58383,USD,21.335647416145143,27.1958,77.48352150362199,1.46099705735575,Electronic technology,america,Electronic Technology,1.62
221,NASDAQ:MPWR,MPWR,"Monolithic Power Systems, Inc.",monolithic-power-system,stock,['common'],430979189.06,USD,797.51,100,1,false,0,-0.8429795223116007,540406,0.6480585740591173,38194346513.45912,USD,20.767624265655595,38.4016,356.74322347372055,0.698752937373336,Electronic technology,america,Electronic Technology,1.394737
222,NASDAQ:ALNY,ALNY,"Alnylam Pharmaceuticals, Inc.",alnylam-pharmaceuticals,stock,['common'],430058400.0,USD,435.0,100,1,false,0,-0.8953591688879792,988640,0.6342881830720556,57019368403.253365,USD,,-2.467,-310.0049858733588,0.0,Health technology,america,Health Technology,1.333333
223,NYSE:BSX,BSX,Boston Scientific Corporation,boston-scientific,stock,['common'],428070063.0,USD,102.75,100,1,false,0,-0.3781268179173944,4166132,0.6693217946297577,152249974654.52298,USD,61.15343411498631,1.6802,35.938511326860834,0.0,Health technology,america,Health Technology,1.166667
224,NYSE:SYK,SYK,Stryker Corporation,stryker,stock,['common'],425417124.72,USD,376.67,100,1,false,0,-0.24100852799405903,1129416,0.7876144191788578,144003690094.44122,USD,49.841874743625375,7.5573,-15.714397243009945,0.879283860373961,Health technology,america,Health Technology,1.382353
225,NASDAQ:WBD,WBD,"Warner Bros. Discovery, Inc. - Series A",warner-bros-discovery,stock,['common'],425252889.59999996,USD,10.78,100,1,false,0,-1.1915673693858917,39448320,0.6423751215136042,26688824123.323555,USD,35.6953642384106,0.302,,0.0,Consumer services,america,Consumer Services,1.464286
226,NYSE:NRG,NRG,"NRG Energy, Inc.",nrg-energy,stock,['common'],422554006.36,USD,152.03,100,1,false,0,-0.33433853415496984,2779412,0.7240790195688322,29407283441.630917,USD,64.33498370784139,2.3631,-74.6494738084255,1.11118395175036,Utilities,america,Utilities,1.607143
227,NASDAQ:ASTS,ASTS,"AST SpaceMobile, Inc.",ast-spacemobile,stock,['common'],420107201.92,USD,45.92,100,1,false,0,-1.5226249195796715,9148676,1.1289980985907793,15769641578.87712,USD,,-2.0026,-101.44854642390104,0.0,Communications,america,Communications,1.388889
228,NASDAQ:STX,STX,Seagate Technology Holdings PLC,seagate,stock,['common'],418567318.4,USD,151.69,100,1,false,0,0.8241940844134324,2759360,0.5890896219537163,32260999232.1996,USD,22.39627934445593,6.773,343.28817330977154,1.90096377534065,Electronic technology,america,Electronic Technology,1.416667
229,NYSE:ZIM,ZIM,ZIM Integrated Shipping Services Ltd.,zim-integrated-shipping,stock,['common'],417276598.83,USD,17.81,100,1,false,0,14.903225806451607,23429343,7.413038631841852,2145348150.836129,USD,0.9120517836475925,19.5274,,49.3548387096774,Transportation,america,Transportation,2.5625
230,NASDAQ:FANG,FANG,"Diamondback Energy, Inc.",diamondback,stock,['common'],416572570.04,USD,136.84,100,1,false,0,-3.654157572343869,3044231,1.2992296076227408,39613279567.66007,USD,9.728768973730048,14.0655,-27.29392061284937,3.68936140252059,Energy minerals,america,Energy Minerals,1.147059
231,NYSE:NET,NET,"Cloudflare, Inc.",cloudflare-inc,stock,['common'],415532527.42999995,USD,201.17,100,1,false,0,-1.6764418377321635,2065579,0.57663134717231,70104045841.59775,USD,,-0.3385,-11.937830687830694,0.0,Technology services,america,Technology Services,1.569444
232,NASDAQ:ORLY,ORLY,"O'Reilly Automotive, Inc.",o-reilly-auto,stock,['common'],414908676.0,USD,103.6,100,1,false,0,0.26129875157262755,4004910,0.8379136297717295,88561611725.24533,USD,37.054258020673124,2.7959,5.541504661960676,0.0,Retail trade,america,Retail Trade,1.293103
233,NYSE:SO,SO,Southern Company (The),southern,stock,['common'],407900553.40999997,USD,94.57,100,1,false,0,-0.12672932727849248,4313213,0.7010442345193625,104031481828.00243,USD,24.417133562262784,3.8731,-7.671219814536691,3.06262540923012,Utilities,america,Utilities,1.704545
234,NYSE:ACHR,ACHR,Archer Aviation Inc.,archer-aviation,stock,['common'],405017351.46,USD,9.54,100,1,false,0,-1.851851851851867,42454649,1.537735968721507,6048465558.333331,USD,,-1.2422,24.35296266975214,0.0,Electronic technology,america,Electronic Technology,1.333333
235,NYSE:WM,WM,"Waste Management, Inc.",waste-management,stock,['common'],404301023.2,USD,237.1,100,1,false,0,0.8549917053043476,1705192,1.0211267394776804,95511067921.13913,USD,35.18117339822536,6.7394,7.071477368412691,1.33991237398443,Industrial services,america,Industrial Services,1.519231
236,NYSE:BMY,BMY,Bristol-Myers Squibb Company,bristol-myers-squibb,stock,['common'],397926588.66,USD,45.93,100,1,false,0,-0.04352557127312976,8663762,0.5556111210442082,93487573040.06247,USD,18.53286527054836,2.4783,,5.35364526659412,Health technology,america,Health Technology,1.803571
237,NYSE:HLT,HLT,Hilton Worldwide Holdings Inc.,hilton-worldwide,stock,['common'],397649633.5,USD,261.05,100,1,false,0,-0.4765535646206634,1523270,0.932307556528188,61397327173.55223,USD,40.09984639016897,6.51,37.96465053193742,0.228745711017918,Consumer services,america,Consumer Services,1.685185
238,NYSE:KVUE,KVUE,Kenvue Inc.,kenvue,stock,['common'],397438419.71999997,USD,21.22,100,1,false,0,-0.5623242736644846,18729426,0.79490911529379,40722661961.44517,USD,28.8276049449803,0.7361,26.06610721013872,3.84254920337395,Consumer non-durables,america,Consumer Non-Durables,1.775
239,NYSE:JOBY,JOBY,"Joby Aviation, Inc.",joby-aviation,stock,['common'],393972550.72499996,USD,17.075,100,1,false,0,2.6141826923076845,23073063,0.5931628325322803,14615883684.598858,USD,,-1.058,-120.32486463973346,0.0,Electronic technology,america,Electronic Technology,2.111111
240,NASDAQ:KTOS,KTOS,"Kratos Defense & Security Solutions, Inc.",kratos-defense-and-security-solutions,stock,['common'],392506114.04999995,USD,65.41,100,1,false,0,2.395115842204123,6000705,1.4643654849389158,11040848078.09596,USD,701.8240343347638,0.0932,40.785498489426,0.0,Electronic technology,america,Electronic Technology,1.235294
241,NASDAQ:ON,ON,ON Semiconductor Corporation,on-semiconductor,stock,['common'],391744877.1,USD,47.1,100,1,false,0,-1.1749895090222309,8317301,0.6601199141375156,19262675292.28074,USD,43.94476581451763,1.0718,-75.59598351510736,0.0,Electronic technology,america,Electronic Technology,1.583333
242,NYSE:AZO,AZO,"AutoZone, Inc.",autozone,stock,['common'],388997194.77,USD,4036.79,100,1,false,0,0.040394928577803836,96363,0.8154159244858327,67530303874.208725,USD,27.320206499258248,147.7584,2.188189860741486,0.0,Retail trade,america,Retail Trade,1.275862
243,NYSE:OXY,OXY,Occidental Petroleum Corporation,occidental-petroleum,stock,['common'],388993823.04,USD,43.71,100,1,false,0,-1.376353790613717,8899424,0.7481639163417898,43029861538.57785,USD,25.683060109289617,1.7019,-58.03787168992554,2.07581227436823,Energy minerals,america,Energy Minerals,1.803571
244,NYSE:CCL,CCL,Carnival Corporation,carnival,stock,['common'],386195775.69,USD,28.61,100,1,false,0,0.8459640465280169,13498629,0.7232622375607491,37290651457.36728,USD,15.506775067750677,1.845,183.14917127071823,0.0,Consumer services,america,Consumer Services,1.333333
245,NASDAQ:HBAN,HBAN,Huntington Bancshares Incorporated,huntington-bancshares,stock,['common'],384485001.03000003,USD,16.01,100,1,false,0,-0.49720323182099624,24015303,0.7470318387205018,23468840726.684902,USD,11.9210722263589,1.343,27.710155952833766,3.8533250466128,Finance,america,Finance,1.38
246,NASDAQ:ADP,ADP,"Automatic Data Processing, Inc.",automatic-data-processing,stock,['common'],384423870.96000004,USD,303.72,100,1,false,0,-0.6834308884601469,1265718,0.7090966784696503,123019705099.38066,USD,30.424939394546513,9.9826,9.671182008942795,1.96854255910533,Technology services,america,Technology Services,1.911765
247,NASDAQ:ALTS,ALTS,ALT5 Sigma Corporation,janone,stock,['common'],382090638.59999996,USD,6.6,100,1,false,0,-26.421404682274257,57892521,215.68657920855523,115200762.47491637,USD,,-0.429,86.70756646216769,0.0,Industrial services,america,Industrial Services,1.0
248,NASDAQ:KHC,KHC,The Kraft Heinz Company,kraft-heinz,stock,['common'],381727455.46,USD,27.43,100,1,false,0,-1.188760806916433,13916422,1.0740553941858644,32466127507.537098,USD,,-4.4804,-386.2143860993995,5.76368876080692,Consumer non-durables,america,Consumer Non-Durables,1.977273
249,NASDAQ:DKNG,DKNG,DraftKings Inc.,draftkings,stock,['common'],380688620.45,USD,42.73,100,1,false,0,-0.34981343283583416,8909165,0.7219172522476156,21206284815.043606,USD,,-0.6526,25.151966968689077,0.0,Consumer services,america,Consumer Services,1.162162
250,NYSE:URI,URI,"United Rentals, Inc.",united-rentals,stock,['common'],380051942.40000004,USD,869.7,100,1,false,0,1.2491705181787511,436992,0.8456504806459572,55957561187.164856,USD,22.495130840082044,38.6617,2.0469194588003043,0.796302548400992,Finance,america,Finance,1.673913
251,NYSE:HCA,HCA,"HCA Healthcare, Inc.",hca-healthcare,stock,['common'],379682834.52000004,USD,382.91,100,1,false,0,0.34066193233930225,991572,0.686965133595144,89598447552.0053,USD,16.08453295583905,23.8061,11.701748294404144,0.723251487120358,Health services,america,Health Services,1.534483
252,NYSE:ICE,ICE,Intercontinental Exchange Inc.,intercontinental-exchange,stock,['common'],378723048.16,USD,185.93,100,1,false,0,-0.2521459227467805,2036912,0.6365226872642683,106430611350.5163,USD,35.689880221130224,5.2096,28.93772893772894,0.997854077253219,Finance,america,Finance,1.363636
253,NYSE:ROK,ROK,"Rockwell Automation, Inc.",rockwell-automation,stock,['common'],377071656.48,USD,329.76,100,1,false,0,-1.0413228100711303,1143473,0.9054358951294396,37076367264.05041,USD,38.6919638142842,8.5227,-3.2599688986254134,1.55448188938571,Producer manufacturing,america,Producer Manufacturing,1.612903
254,NASDAQ:VRSK,VRSK,"Verisk Analytics, Inc.",verisk-analytics,stock,['common'],375922723.38,USD,267.42,100,1,false,0,0.8979776637488662,1405739,1.005098209749318,37362577364.37406,USD,41.24624045654353,6.4835,5.285807080220849,0.633866586175672,Technology services,america,Technology Services,1.666667
255,NASDAQ:INSM,INSM,Insmed Incorporated,insmed,stock,['common'],373872262.92,USD,112.89,100,1,false,0,3.048836147877685,3311828,1.1162092481997579,23862100299.176357,USD,,-5.7032,-5.646117368109073,0.0,Health technology,america,Health Technology,1.026316
256,NYSE:SNAP,SNAP,Snap Inc.,snap,stock,['common'],370618766.99,USD,7.19,100,1,false,0,-2.9689608636977023,51546421,0.792703416721896,12149896596.794872,USD,,-0.3259,54.37491250174996,0.0,Technology services,america,Technology Services,1.928571
257,NYSE:GLW,GLW,Corning Incorporated,corning,stock,['common'],369955442.52000004,USD,64.98,100,1,false,0,-1.2011555420404318,5693374,0.757728072413443,55663081153.97507,USD,68.79830598200107,0.9445,86.36543014996053,1.70290405960164,Electronic technology,america,Electronic Technology,1.411765
258,NASDAQ:ALGN,ALGN,"Align Technology, Inc.",align-technology,stock,['common'],367437619.08,USD,134.82,100,1,false,0,-3.6173863311409793,2725394,0.7369962094936483,9772612241.86274,USD,22.742147700819807,5.9282,0.5683071233480937,0.0,Health technology,america,Health Technology,1.447368
259,NYSE:GM,GM,General Motors Company,general-motors,stock,['common'],361336243.72999996,USD,54.01,100,1,false,0,0.8966934429291927,6690173,0.8674473689918974,51421721876.09434,USD,8.561871849338955,6.3082,-29.071937754390703,0.952736783112273,Consumer durables,america,Consumer Durables,1.612903
260,NYSE:CVS,CVS,CVS Health Corporation,cvs-health,stock,['common'],360401133.44,USD,64.88,100,1,false,0,-1.0070186145865285,5554888,0.5175933383099081,82289019020.73482,USD,18.101668433681155,3.5842,-36.21738975691354,4.05859017393958,Retail trade,america,Retail Trade,1.333333
261,NYSE:OTIS,OTIS,Otis Worldwide Corporation,otis-worldwide,stock,['common'],358857627.24,USD,86.03,100,1,false,0,-1.646278724133986,4171308,1.014386765066185,33764643624.69956,USD,22.74421678783873,3.7825,5.556175699056763,1.81776609123128,Industrial services,america,Industrial Services,1.8125
262,NASDAQ:UAL,UAL,"United Airlines Holdings, Inc.",united-airlines,stock,['common'],358022401.79,USD,89.33,100,1,false,0,0.04479784970320533,4007863,0.8090930388871522,28918987555.580242,USD,8.949915339992586,9.9811,13.213175744651885,0.0,Transportation,america,Transportation,1.229167
263,NYSE:NSC,NSC,Norfolk Southern Corporation,norfolk-southern,stock,['common'],356496748.15999997,USD,278.32,100,1,false,0,-0.6106488590508087,1280888,0.350703077410688,62442291031.14438,USD,18.803880766424342,14.8012,87.09881303012298,1.92836481805521,Transportation,america,Transportation,1.717391
264,NYSE:PWR,PWR,"Quanta Services, Inc.",quanta-services,stock,['common'],356066948.16,USD,384.12,100,1,false,0,-0.5257024472355232,926968,0.6341385460637177,56592317351.66655,USD,59.57473207500349,6.4477,21.684564138373563,0.100997021882688,Industrial services,america,Industrial Services,1.5625
265,NYSE:EOG,EOG,"EOG Resources, Inc.",eog,stock,['common'],355561295.48,USD,116.84,100,1,false,0,0.48159614723082406,3043147,0.9975886925128766,63793869144.38219,USD,11.361006582849587,10.2843,-20.637872626112188,3.29807361541108,Energy minerals,america,Energy Minerals,1.457143
266,NYSE:APO,APO,"Apollo Global Management, Inc. (New)",apollo,stock,['common'],354137458.40000004,USD,142.12,100,1,false,0,0.10565612453335611,2491820,0.6896931393908247,81296440049.7477,USD,26.815094339622643,5.3,-43.09091494776176,1.3365499753469,Finance,america,Finance,1.25
267,NYSE:ET,ET,Energy Transfer LP,energy-transfer,stock,['common'],353985214.44,USD,17.16,100,1,false,0,-0.6944444444444501,20628509,1.281194448706775,58904815104.05555,USD,13.244828650818153,1.2956,9.620103223622992,7.49421296296296,Industrial services,america,Industrial Services,1.131579
268,NYSE:CAVA,CAVA,"CAVA Group, Inc.",cava,stock,['common'],353043956.0,USD,82.3,100,1,false,0,-3.2333921222810114,4289720,1.4636814578318091,9518815503.421516,USD,68.65198531865198,1.1988,371.22641509433964,0.0,Consumer services,america,Consumer Services,1.404762
269,NASDAQ:ROST,ROST,"Ross Stores, Inc.",ross-stores,stock,['common'],351478877.13,USD,146.49,100,1,false,0,0.8745351879906419,2399337,1.0048147275517012,47912561774.66926,USD,23.16633456684695,6.3234,6.578348586742189,1.0639030436579,Retail trade,america,Retail Trade,1.475
270,NASDAQ:PAYX,PAYX,"Paychex, Inc.",paychex,stock,['common'],349541022.59999996,USD,138.6,100,1,false,0,-1.8344075359444743,2521941,1.1673987613155734,49929800686.01884,USD,30.269939722197954,4.5788,-1.921388026132584,2.91805368652171,Technology services,america,Technology Services,2.088235
271,NASDAQ:ZS,ZS,"Zscaler, Inc.",zscaler,stock,['common'],347414935.14,USD,271.18,100,1,false,0,0.5506219989247163,1281123,0.6983610750304665,42221555299.163124,USD,,-0.2541,49.51321279554937,0.0,Technology services,america,Technology Services,1.333333
272,NYSE:CB,CB,Chubb Limited,chubb,stock,['common'],345877571.0,USD,271.0,100,1,false,0,-0.08848252470137483,1276301,0.6584259705739589,108045061203.94115,USD,11.957025303889342,22.6645,-4.264980442844949,1.36410558914614,Finance,america,Finance,1.72
273,NASDAQ:ETSY,ETSY,"Etsy, Inc.",etsy,stock,['common'],345751027.38,USD,61.77,100,1,false,0,1.4119192250862036,5597394,0.8796718038325061,6121936595.352816,USD,49.40019193857966,1.2504,-41.91210629006783,0.0,Retail trade,america,Retail Trade,1.833333
274,NYSE:FICO,FICO,Fair Isaac Corporation,fair-isaac,stock,['common'],344203127.48,USD,1311.26,100,1,false,0,-0.7283023438919597,262498,0.6204146575911325,31475034590.701015,USD,51.287005565746604,25.5671,34.414413467149636,0.0,Commercial services,america,Commercial Services,1.565217
275,NASDAQ:OKTA,OKTA,"Okta, Inc.",okta,stock,['common'],343890735.32,USD,88.51,100,1,false,0,-3.3205898416165947,3885332,1.2100519222080026,15495749065.487165,USD,137.41655022512032,0.6441,,0.0,Technology services,america,Technology Services,1.5
276,NASDAQ:AFRM,AFRM,"Affirm Holdings, Inc.",affirm,stock,['common'],342995193.12,USD,72.97,100,1,false,0,0.8848334024609437,4700496,0.8124425549216733,23540120302.108253,USD,,-0.2171,90.23743142368919,0.0,Finance,america,Finance,1.365385
277,NYSE:FDX,FDX,FedEx Corporation,fedex,stock,['common'],341534778.48,USD,224.61,100,1,false,0,-1.5084411313308475,1520568,0.7408592628163652,52985296129.05687,USD,13.319694004625513,16.863,-2.1697511167836563,2.45121683841263,Transportation,america,Transportation,1.424242
278,NASDAQ:KMB,KMB,Kimberly-Clark Corporation,kimberly-clark,stock,['common'],341374188.0,USD,134.15,100,1,false,0,-1.4762044653348934,2544720,0.8598365002337858,44508279845.20197,USD,18.491205822352097,7.2548,7.391014728739558,3.6427732079906,Consumer non-durables,america,Consumer Non-Durables,1.736842
279,NYSE:TOST,TOST,"Toast, Inc.",toast,stock,['common'],341225146.5,USD,43.26,100,1,false,0,0.41782729805013863,7887775,0.760984012425618,25220581072.4624,USD,126.15923009623798,0.3429,,0.0,Technology services,america,Technology Services,1.534483
280,NYSE:KR,KR,Kroger Company (The),kroger,stock,['common'],341155941.54999995,USD,74.35,100,1,false,0,0.1481681034482751,4588513,0.7011968526077236,49156934007.41042,USD,20.208197434224832,3.6792,25.351776770808492,1.72413793103448,Retail trade,america,Retail Trade,1.576923
281,NASDAQ:OPEN,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],337652954.1,USD,2.31,100,1,false,0,18.461538461538467,146170110,0.7924899086974347,1700054156.9846156,USD,,-0.4256,27.59441987070432,0.0,Finance,america,Finance,2.15
282,NYSE:OMC,OMC,Omnicom Group Inc.,omnicom-group,stock,['common'],336133705.46,USD,72.94,100,1,false,0,0.0,4608359,1.3172479813989806,14130147714.0,USD,10.46454908037072,6.9702,-3.7185402105146785,3.83877159309021,Commercial services,america,Commercial Services,1.464286
283,NYSE:CARR,CARR,Carrier Global Corporation,carrier-global-corporation,stock,['common'],335634231.52,USD,64.88,100,1,false,0,-1.741632591246412,5173154,0.823515830024643,55214360004.86808,USD,25.887798260314415,2.5062,-33.297846858116195,1.31001060124186,Producer manufacturing,america,Producer Manufacturing,1.518519
284,NYSE:TRU,TRU,TransUnion,transunion,stock,['common'],334016948.0,USD,86.0,100,1,false,0,-4.688019505707641,3883918,2.3691923823610757,16752800885.4483,USD,43.279150520859545,1.9871,,0.487642690901031,Commercial services,america,Commercial Services,1.347826
285,NASDAQ:TLN,TLN,Talen Energy Corporation,talen-energy,stock,['common'],333190288.2,USD,369.95,100,1,false,0,-1.2624105903704543,900636,0.8031236211633788,16901283061.117352,USD,105.62756966651438,3.5024,-75.36331790492537,0.0,Utilities,america,Utilities,1.107143
286,NYSE:MET,MET,"MetLife, Inc.",metlife,stock,['common'],332428641.9,USD,75.3,100,1,false,0,-1.2717975612953965,4414723,1.0197637533818609,50076460265.24321,USD,12.761197823986985,5.9007,59.25885941000243,2.88776714304445,Finance,america,Finance,1.325
287,NASDAQ:MAR,MAR,Marriott International,marriott,stock,['common'],331690602.84000003,USD,257.97,100,1,false,0,-0.7502308402585367,1285772,0.7082271814015426,70027986529.96596,USD,29.100815594436366,8.8647,-11.365408842762024,0.984918436441982,Consumer services,america,Consumer Services,1.714286
288,NASDAQ:VRSN,VRSN,"VeriSign, Inc.",verisign,stock,['common'],328943180.04,USD,267.42,100,1,false,0,-1.64404722498068,1230062,0.7963809611613575,24979327078.264595,USD,31.917026710906356,8.3786,0.2584659566830343,0.283202765824414,Technology services,america,Technology Services,1.833333
289,NYSE:PCG,PCG,Pacific Gas & Electric Co.,pg-and-e,stock,['common'],328897435.92,USD,15.11,100,1,false,0,0.7333333333333295,21766872,0.7216167128673264,33209323149.25666,USD,13.975212726600073,1.0812,-8.240685733684119,0.566666666666667,Utilities,america,Utilities,1.470588
